物品/地点,类型,等级,备注,X坐标,Y坐标,链接标识
"Salvage_Rank2","打捞点 等级2","","","-977","-1527","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-804","-1579","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-687","-1666","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-852","-1424","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-828","-1544","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-754","-1561","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-816","-1617","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-815","-1455","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-830","-1524","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-744","-1590","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-712","-1418","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-486","-1047","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-790","-1539","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-683","-1620","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-757","-1628","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-585","-1122","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-772","-1536","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-711","-1636","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-824","-1654","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-560","-1131","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-730","-1550","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-755","-1683","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-729","-1615","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-554","-1098","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-732","-1531","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-682","-1587","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-736","-1636","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-570","-968","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-725","-1521","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-715","-1580","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-863","-1507","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-759","-1477","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-695","-1525","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-533","-1347","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-787","-1642","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-549","-1058","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-729","-1483","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-612","-1341","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-750","-1370","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-753","-1446","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-550","-1301","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-634","-1216","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-650","-919","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-691","-1477","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-509","-1314","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-435","-1373","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-598","-1011","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-706","-1450","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-534","-1279","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-462","-1314","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-726","-1337","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-762","-1417","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-533","-1258","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-600","-1265","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-852","-1446","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-733","-1395","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-555","-1232","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-485","-1282","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-418","-1335","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-471","-1070","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-691","-1424","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-488","-1264","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-378","-1345","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-716","-1374","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-511","-1231","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-403","-1311","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-590","-944","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-696","-1371","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-530","-1195","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-610","-1315","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-684","-1284","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-601","-1059","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-594","-1198","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-442","-1248","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-367","-1305","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-540","-1018","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-491","-1183","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-423","-1245","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-658","-1271","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-530","-1082","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-533","-1144","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-484","-1207","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-611","-1199","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-448","-1078","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-700","-1345","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-503","-1149","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-435","-1180","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-363","-1256","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-359","-1202","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-634","-1335","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-462","-1164","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-386","-1221","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-460","-1039","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-667","-1323","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-584","-1356","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-649","-1253","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-403","-1113","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-738","-1260","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-670","-1182","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-382","-1191","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-774","-1663","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-559","-1008","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-568","-1335","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-383","-1152","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-698","-1602","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-520","-1057","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-601","-1290","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-704","-1305","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-777","-1687","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-431","-1061","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-626","-1257","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-540","-1322","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-465","-1359","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-776","-1386","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-609","-1087","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-563","-1285","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-488","-1344","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-763","-1605","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-576","-1105","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-566","-1267","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-492","-1323","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-455","-1295","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-358","-1164","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-601","-1223","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-669","-1301","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-439","-1346","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-478","-991","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-582","-1222","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-513","-1291","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-431","-1314","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-400","-1352","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-571","-1064","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-530","-1243","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-642","-1198","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-371","-1365","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-495","-1014","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-567","-1199","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-567","-1166","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-678","-1258","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-704","-1248","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-554","-1040","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-525","-1213","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-428","-1286","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-447","-1109","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-585","-1029","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-482","-1242","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-386","-1284","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-389","-1239","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-604","-979","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-542","-1167","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-466","-1224","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-585","-1252","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-616","-991","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-511","-1172","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-403","-1255","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-340","-1303","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-653","-939","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-590","-1170","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-439","-1211","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-646","-1173","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-638","-964","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-529","-1112","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-420","-1208","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-539","-992","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-577","-994","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-506","-1132","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-641","-1291","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-543","-972","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-624","-938","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-608","-957","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-469","-1138","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-403","-1187","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-522","-970","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-644","-884","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-461","-1185","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-417","-1160","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-546","-935","Salvage_Rank2"
"Salvage_Rank2","打捞点 等级2","","","-278","-812","Salvage_Rank2"
"美丽花朵","美丽花朵","","","-665","-97",""
"美丽花朵","美丽花朵","","","-671","-93",""
"美丽花朵","美丽花朵","","","-656","-114",""
"美丽花朵","美丽花朵","","","-666","-122",""
"美丽花朵","美丽花朵","","","-665","-124",""
"美丽花朵","美丽花朵","","","-663","-131",""
"美丽花朵","美丽花朵","","","-671","-132",""
"美丽花朵","美丽花朵","","","-653","-128",""
"美丽花朵","美丽花朵","","","-686","-124",""
"美丽花朵","美丽花朵","","","-685","-112",""
"羁绊宝桃","羁绊宝桃","","","-365","-1551","Kinship_Peach"
"羁绊宝桃","羁绊宝桃","","","807","471","Kinship_Peach"
"羁绊宝桃","羁绊宝桃","","","905","-96","Kinship_Peach"
"羁绊宝桃","羁绊宝桃","","","391","-707","Kinship_Peach"
"羁绊宝桃","羁绊宝桃","","","-910","136","Kinship_Peach"
"羁绊宝桃","羁绊宝桃","","","-1100","-2018","Kinship_Peach"
"羁绊宝桃","羁绊宝桃","","","-1314","-612","Kinship_Peach"
"羁绊宝桃","羁绊宝桃","","","411","-475","Kinship_Peach"
"羁绊宝桃","羁绊宝桃","","","625","-149","Kinship_Peach"
"羁绊宝桃","羁绊宝桃","","","644","-177","Kinship_Peach"
"羁绊宝桃","羁绊宝桃","","","912","197","Kinship_Peach"
"羁绊宝桃","羁绊宝桃","","","866","189","Kinship_Peach"
"羁绊宝桃","羁绊宝桃","","","160","696","Kinship_Peach"
"羁绊宝桃","羁绊宝桃","","","130","651","Kinship_Peach"
"羁绊宝桃","羁绊宝桃","","","-896","-222","Kinship_Peach"
"羁绊宝桃","羁绊宝桃","","","-923","-208","Kinship_Peach"
"羁绊宝桃","羁绊宝桃","","","-434","-839","Kinship_Peach"
"羁绊宝桃","羁绊宝桃","","","-435","-824","Kinship_Peach"
"羁绊宝桃","羁绊宝桃","","","-75","-973","Kinship_Peach"
"羁绊宝桃","羁绊宝桃","","","-112","-971","Kinship_Peach"
"羁绊宝桃","羁绊宝桃","","","412","-436","Kinship_Peach"
"羁绊宝桃","羁绊宝桃","","","-1688","-946","Kinship_Peach"
"六棱晶矿","六棱晶矿","","","-1229","-1740",""
"六棱晶矿","六棱晶矿","","","-1193","-1734",""
"六棱晶矿","六棱晶矿","","","-1185","-1697",""
"六棱晶矿","六棱晶矿","","","-1271","-1665",""
"六棱晶矿","六棱晶矿","","","-1195","-1682",""
"六棱晶矿","六棱晶矿","","","-1166","-1674",""
"六棱晶矿","六棱晶矿","","","-1357","-1620",""
"六棱晶矿","六棱晶矿","","","-1227","-1648",""
"六棱晶矿","六棱晶矿","","","-1164","-1662",""
"六棱晶矿","六棱晶矿","","","-1213","-1637",""
"六棱晶矿","六棱晶矿","","","-1236","-1619",""
"六棱晶矿","六棱晶矿","","","-1321","-1588",""
"六棱晶矿","六棱晶矿","","","-1234","-1607",""
"六棱晶矿","六棱晶矿","","","-1156","-1622",""
"六棱晶矿","六棱晶矿","","","-1192","-1601",""
"六棱晶矿","六棱晶矿","","","-1304","-1564",""
"六棱晶矿","六棱晶矿","","","-1214","-1583",""
"六棱晶矿","六棱晶矿","","","-1139","-1600",""
"六棱晶矿","六棱晶矿","","","-1339","-1543",""
"六棱晶矿","六棱晶矿","","","-1250","-1562",""
"六棱晶矿","六棱晶矿","","","-1363","-1526",""
"六棱晶矿","六棱晶矿","","","-1209","-1558",""
"六棱晶矿","六棱晶矿","","","-1193","-1548",""
"六棱晶矿","六棱晶矿","","","-1130","-1561",""
"六棱晶矿","六棱晶矿","","","-1358","-1500",""
"六棱晶矿","六棱晶矿","","","-1268","-1519",""
"六棱晶矿","六棱晶矿","","","-1192","-1536",""
"六棱晶矿","六棱晶矿","","","-1434","-1473",""
"六棱晶矿","六棱晶矿","","","-1354","-1488",""
"六棱晶矿","六棱晶矿","","","-1187","-1522",""
"六棱晶矿","六棱晶矿","","","-1377","-1468",""
"六棱晶矿","六棱晶矿","","","-1315","-1483",""
"六棱晶矿","六棱晶矿","","","-1250","-1495",""
"六棱晶矿","六棱晶矿","","","-1174","-1512",""
"六棱晶矿","六棱晶矿","","","-1375","-1457",""
"六棱晶矿","六棱晶矿","","","-1284","-1476",""
"六棱晶矿","六棱晶矿","","","-1196","-1494",""
"六棱晶矿","六棱晶矿","","","-1334","-1452",""
"六棱晶矿","六棱晶矿","","","-1257","-1467",""
"六棱晶矿","六棱晶矿","","","-1167","-1488",""
"六棱晶矿","六棱晶矿","","","-1319","-1442",""
"六棱晶矿","六棱晶矿","","","-1254","-1455",""
"六棱晶矿","六棱晶矿","","","-1165","-1475",""
"六棱晶矿","六棱晶矿","","","-1278","-1436",""
"六棱晶矿","六棱晶矿","","","-1189","-1456",""
"六棱晶矿","六棱晶矿","","","-1098","-1474",""
"六棱晶矿","六棱晶矿","","","-1273","-1424",""
"六棱晶矿","六棱晶矿","","","-1211","-1436",""
"六棱晶矿","六棱晶矿","","","-1121","-1457",""
"六棱晶矿","六棱晶矿","","","-1057","-1471",""
"六棱晶矿","六棱晶矿","","","-981","-1487",""
"六棱晶矿","六棱晶矿","","","-1170","-1432",""
"六棱晶矿","六棱晶矿","","","-1093","-1449",""
"六棱晶矿","六棱晶矿","","","-1030","-1462",""
"六棱晶矿","六棱晶矿","","","-965","-1477",""
"六棱晶矿","六棱晶矿","","","-1039","-1447",""
"六棱晶矿","六棱晶矿","","","-974","-1461",""
"六棱晶矿","六棱晶矿","","","-911","-1475",""
"六棱晶矿","六棱晶矿","","","-1228","-1393",""
"六棱晶矿","六棱晶矿","","","-1139","-1413",""
"六棱晶矿","六棱晶矿","","","-1063","-1428",""
"六棱晶矿","六棱晶矿","","","-985","-1446",""
"六棱晶矿","六棱晶矿","","","-908","-1461",""
"六棱晶矿","六棱晶矿","","","-1252","-1375",""
"六棱晶矿","六棱晶矿","","","-1186","-1388",""
"六棱晶矿","六棱晶矿","","","-1123","-1403",""
"六棱晶矿","六棱晶矿","","","-970","-1435",""
"六棱晶矿","六棱晶矿","","","-905","-1449",""
"六棱晶矿","六棱晶矿","","","-1223","-1369",""
"六棱晶矿","六棱晶矿","","","-1151","-1380",""
"六棱晶矿","六棱晶矿","","","-1083","-1397",""
"六棱晶矿","六棱晶矿","","","-1006","-1413",""
"六棱晶矿","六棱晶矿","","","-916","-1433",""
"六棱晶矿","六棱晶矿","","","-1104","-1379",""
"六棱晶矿","六棱晶矿","","","-951","-1412",""
"六棱晶矿","六棱晶矿","","","-887","-1426",""
"六棱晶矿","六棱晶矿","","","-1192","-1347",""
"六棱晶矿","六棱晶矿","","","-1064","-1375",""
"六棱晶矿","六棱晶矿","","","-872","-1415",""
"六棱晶矿","六棱晶矿","","","-1337","-1290",""
"六棱晶矿","六棱晶矿","","","-1214","-1330",""
"六棱晶矿","六棱晶矿","","","-1139","-1346",""
"六棱晶矿","六棱晶矿","","","-1061","-1362",""
"六棱晶矿","六棱晶矿","","","-973","-1381",""
